account_id,month,active_users,feature_a_usage,feature_b_usage,feature_c_usage,login_frequency,usage_drop_flag
ACC-0121,2025-03-01,88,494,322,220,3.74,0
ACC-0121,2025-04-01,76,482,350,201,4.14,0
ACC-0121,2025-05-01,82,628,296,229,3.61,0
ACC-0121,2025-06-01,78,552,311,252,5.09,0
ACC-0121,2025-07-01,85,398,392,285,3.88,0
ACC-0121,2025-08-01,85,391,447,302,3.59,0
ACC-0121,2025-09-01,66,305,254,188,3.27,1
ACC-0121,2025-10-01,71,561,289,212,4.5,0
ACC-0121,2025-11-01,68,361,243,203,4.37,0
ACC-0121,2025-12-01,78,525,224,285,4.2,0
ACC-0121,2026-01-01,96,583,418,497,4.34,0
ACC-0121,2026-02-01,83,449,441,198,4.5,0
ACC-0121,2026-03-01,81,509,239,335,4.01,0
ACC-0122,2025-01-01,17,133,62,45,4.79,0
ACC-0122,2025-02-01,19,77,88,46,3.97,0
ACC-0122,2025-03-01,18,85,76,31,4.0,0
ACC-0122,2025-04-01,18,138,61,58,4.86,0
ACC-0122,2025-05-01,18,95,53,47,3.68,0
ACC-0122,2025-06-01,19,109,64,49,3.72,0
ACC-0122,2025-07-01,17,128,71,42,4.34,0
ACC-0122,2025-08-01,16,110,67,47,4.62,0
ACC-0122,2025-09-01,18,137,69,46,3.98,0
ACC-0122,2025-10-01,19,115,102,67,4.81,0
ACC-0122,2025-11-01,20,96,59,46,4.23,0
ACC-0122,2025-12-01,17,79,85,62,5.1,1
ACC-0122,2026-01-01,19,128,65,47,5.67,0
ACC-0122,2026-02-01,18,107,89,56,3.61,0
ACC-0122,2026-03-01,18,107,74,55,3.64,0
ACC-0123,2026-01-01,53,350,315,181,4.13,0
ACC-0123,2026-02-01,51,312,135,154,4.02,0
ACC-0123,2026-03-01,45,288,110,133,4.37,0
ACC-0124,2025-08-01,281,1699,1415,744,4.21,0
ACC-0124,2025-09-01,230,1267,1240,778,4.08,1
ACC-0124,2025-10-01,227,1405,1066,572,4.68,0
ACC-0124,2025-11-01,252,1488,1042,497,3.88,0
ACC-0124,2025-12-01,302,2481,1773,1077,5.52,0
ACC-0124,2026-01-01,316,2075,1615,1352,4.2,0
ACC-0124,2026-02-01,306,2186,1317,1093,4.49,0
ACC-0124,2026-03-01,314,2236,1141,1040,3.88,0
ACC-0125,2025-01-01,13,86,47,22,5.11,0
ACC-0125,2025-02-01,11,61,48,31,4.64,1
ACC-0125,2025-03-01,12,80,51,31,4.5,0
ACC-0125,2025-04-01,14,91,48,33,4.73,0
ACC-0125,2025-05-01,12,54,58,39,3.31,1
ACC-0125,2025-06-01,13,78,50,34,3.29,0
ACC-0125,2025-07-01,12,74,47,21,4.75,0
ACC-0125,2025-08-01,13,78,56,31,4.79,0
ACC-0125,2025-09-01,12,59,46,29,3.33,0
ACC-0125,2025-10-01,12,80,41,20,4.88,0
ACC-0125,2025-11-01,13,100,53,34,4.05,0
ACC-0125,2025-12-01,10,52,39,26,2.95,1
ACC-0125,2026-01-01,13,68,55,31,4.72,0
ACC-0125,2026-02-01,14,98,67,31,6.18,0
ACC-0125,2026-03-01,12,71,57,34,4.54,1
ACC-0126,2025-01-01,51,214,273,155,5.07,0
ACC-0126,2025-02-01,43,291,156,154,4.42,1
ACC-0126,2025-03-01,50,266,202,153,4.55,0
ACC-0126,2025-04-01,59,393,181,193,6.03,0
ACC-0126,2025-05-01,61,196,253,235,4.07,0
ACC-0126,2025-06-01,54,335,245,129,5.03,0
ACC-0126,2025-07-01,52,284,259,110,3.81,0
ACC-0126,2025-08-01,53,469,188,89,3.79,0
ACC-0126,2025-09-01,47,346,278,196,4.33,0
ACC-0126,2025-10-01,43,356,163,117,3.91,0
ACC-0126,2025-11-01,42,251,164,155,3.93,0
ACC-0126,2025-12-01,48,227,204,156,3.81,0
ACC-0126,2026-01-01,54,374,281,143,4.26,0
ACC-0126,2026-02-01,59,333,241,187,3.28,0
ACC-0126,2026-03-01,56,365,254,132,4.21,0
ACC-0127,2025-01-01,364,3197,2331,864,4.52,0
ACC-0127,2025-02-01,326,2220,1418,652,3.96,0
ACC-0127,2025-03-01,351,2392,1940,1176,4.48,0
ACC-0127,2025-04-01,347,2150,1806,1533,4.3,0
ACC-0127,2025-05-01,337,2228,1652,975,4.35,0
ACC-0127,2025-06-01,326,2066,1412,1067,4.61,0
ACC-0127,2025-07-01,312,1338,1782,1024,3.5,0
ACC-0127,2025-08-01,352,1746,2171,1112,2.61,0
ACC-0127,2025-09-01,279,1688,1273,748,4.11,1
ACC-0127,2025-10-01,245,1935,1195,658,3.41,0
ACC-0127,2025-11-01,254,1688,1152,719,3.43,0
ACC-0127,2025-12-01,316,2135,1371,991,4.82,0
ACC-0127,2026-01-01,303,1967,1263,746,4.38,0
ACC-0127,2026-02-01,325,1677,2095,1249,2.85,0
ACC-0127,2026-03-01,306,2188,1480,1300,4.63,0
ACC-0128,2025-02-01,241,1295,1352,555,5.11,0
ACC-0128,2025-03-01,243,1359,1440,1158,4.05,0
ACC-0128,2025-04-01,245,1476,1276,525,4.2,0
ACC-0128,2025-05-01,270,2289,898,810,5.1,0
ACC-0128,2025-06-01,265,1672,1136,675,2.92,0
ACC-0128,2025-07-01,244,1320,1278,646,3.86,0
ACC-0128,2025-08-01,262,1689,1203,643,4.26,0
ACC-0128,2025-09-01,235,1560,1060,731,2.76,0
ACC-0128,2025-10-01,215,1176,940,626,4.89,0
ACC-0128,2025-11-01,208,1233,962,783,4.3,0
ACC-0128,2025-12-01,261,1525,1692,834,3.6,0
ACC-0128,2026-01-01,266,2089,1250,1028,3.76,0
ACC-0128,2026-02-01,257,1856,1092,970,4.45,0
ACC-0128,2026-03-01,255,1637,1166,878,5.52,0
ACC-0129,2025-01-01,11,77,45,27,4.08,0
ACC-0129,2025-02-01,11,75,42,21,4.91,0
ACC-0129,2025-03-01,11,68,56,16,5.09,0
ACC-0129,2025-04-01,11,74,39,21,5.12,0
ACC-0129,2025-05-01,13,81,56,32,5.41,0
ACC-0129,2025-06-01,10,69,35,11,3.95,1
ACC-0129,2025-07-01,12,69,56,37,4.19,0
ACC-0129,2025-08-01,11,50,38,32,4.24,0
ACC-0129,2025-09-01,12,79,70,26,5.32,0
ACC-0129,2025-10-01,11,91,34,28,3.92,0
ACC-0129,2025-11-01,11,86,48,34,3.73,0
ACC-0129,2025-12-01,10,65,40,23,3.53,0
ACC-0129,2026-01-01,12,73,62,29,4.65,0
ACC-0129,2026-02-01,12,67,52,42,4.38,0
ACC-0129,2026-03-01,12,87,52,30,4.58,0
ACC-0130,2025-01-01,12,60,51,28,3.93,0
ACC-0130,2025-02-01,12,68,35,35,3.21,0
ACC-0130,2025-03-01,10,74,42,27,3.89,1
ACC-0130,2025-04-01,10,51,38,17,4.41,0
ACC-0130,2025-05-01,11,73,46,29,4.55,0
ACC-0130,2025-06-01,11,73,47,12,4.65,0
ACC-0130,2025-07-01,11,78,33,24,3.44,0
ACC-0130,2025-08-01,12,59,40,32,3.76,0
ACC-0130,2025-09-01,11,82,53,31,4.79,0
ACC-0130,2025-10-01,11,69,39,28,3.83,0
ACC-0130,2025-11-01,11,78,55,29,5.46,0
ACC-0130,2025-12-01,10,44,46,20,4.01,0
ACC-0130,2026-01-01,10,55,28,21,3.92,0
ACC-0130,2026-02-01,11,86,51,17,4.63,0
ACC-0130,2026-03-01,11,70,44,28,3.72,0
ACC-0131,2025-01-01,29,226,102,55,4.16,0
ACC-0131,2025-02-01,28,128,107,91,4.17,0
ACC-0131,2025-03-01,30,124,133,75,3.73,0
ACC-0131,2025-04-01,30,200,97,79,5.04,0
ACC-0131,2025-05-01,29,160,114,85,3.34,0
ACC-0131,2025-06-01,31,178,133,67,3.8,0
ACC-0131,2025-07-01,30,148,134,102,4.68,0
ACC-0131,2025-08-01,27,137,94,69,4.36,0
ACC-0131,2025-09-01,27,149,93,63,5.59,0
ACC-0131,2025-10-01,28,151,89,79,4.17,0
ACC-0131,2025-11-01,28,170,97,74,6.08,0
ACC-0131,2025-12-01,29,185,103,50,4.71,0
ACC-0131,2026-01-01,31,185,157,77,4.74,0
ACC-0131,2026-02-01,30,189,100,71,4.79,0
ACC-0131,2026-03-01,29,202,93,84,4.42,0
ACC-0132,2025-01-01,127,794,768,294,3.45,0
ACC-0132,2025-02-01,136,1203,605,482,4.38,0
ACC-0132,2025-03-01,149,994,696,439,3.04,0
ACC-0132,2025-04-01,155,1160,802,614,4.61,0
ACC-0132,2025-05-01,154,894,713,334,4.01,0
ACC-0132,2025-06-01,156,1308,881,404,3.19,0
ACC-0132,2025-07-01,144,1064,705,515,4.07,0
ACC-0132,2025-08-01,162,768,1090,392,4.76,0
ACC-0132,2025-09-01,125,796,610,422,4.52,1
ACC-0132,2025-10-01,138,947,942,450,4.95,0
ACC-0132,2025-11-01,123,824,691,390,4.49,0
ACC-0132,2025-12-01,145,472,986,433,3.62,0
ACC-0132,2026-01-01,144,882,656,386,3.72,0
ACC-0132,2026-02-01,160,1397,951,637,3.94,0
ACC-0132,2026-03-01,156,1087,696,452,4.8,0
ACC-0133,2025-07-01,8,52,25,17,3.19,0
ACC-0133,2025-08-01,8,54,31,20,4.49,0
ACC-0133,2025-09-01,8,41,31,21,5.31,0
ACC-0133,2025-10-01,9,63,43,21,5.0,0
ACC-0133,2025-11-01,10,80,44,37,3.77,0
ACC-0133,2025-12-01,10,73,51,22,4.79,0
ACC-0133,2026-01-01,10,53,39,13,4.08,0
ACC-0133,2026-02-01,9,56,57,30,3.19,0
ACC-0133,2026-03-01,10,73,38,25,4.39,0
ACC-0134,2025-01-01,19,101,80,48,3.7,0
ACC-0134,2025-02-01,20,128,96,48,5.34,0
ACC-0134,2025-03-01,20,134,76,56,3.65,0
ACC-0134,2025-04-01,23,106,125,58,4.59,0
ACC-0134,2025-05-01,22,163,77,61,5.51,0
ACC-0134,2025-06-01,19,167,83,42,3.57,0
ACC-0134,2025-07-01,19,82,71,44,3.45,0
ACC-0134,2025-08-01,21,131,75,48,4.45,0
ACC-0134,2025-09-01,21,120,88,51,3.4,0
ACC-0134,2025-10-01,20,142,91,46,4.67,0
ACC-0134,2025-11-01,19,103,74,62,4.31,0
ACC-0134,2025-12-01,19,155,73,70,3.84,0
ACC-0134,2026-01-01,19,120,74,39,6.02,0
ACC-0134,2026-02-01,21,147,78,45,4.92,0
ACC-0134,2026-03-01,18,94,70,57,3.94,1
ACC-0135,2025-03-01,13,84,66,21,4.72,0
ACC-0135,2025-04-01,13,97,44,31,4.13,0
ACC-0135,2025-05-01,12,61,43,30,3.67,0
ACC-0135,2025-06-01,14,61,53,42,4.69,0
ACC-0135,2025-07-01,14,94,48,46,5.65,0
ACC-0135,2025-08-01,15,140,53,26,3.7,0
ACC-0135,2025-09-01,15,135,58,29,3.57,0
ACC-0135,2025-10-01,16,121,59,23,3.41,0
ACC-0135,2025-11-01,16,116,66,56,5.57,0
ACC-0135,2025-12-01,14,90,50,32,3.16,0
ACC-0135,2026-01-01,13,59,64,21,5.56,0
ACC-0135,2026-02-01,14,117,53,22,5.1,0
ACC-0135,2026-03-01,16,88,61,31,4.12,0
ACC-0136,2025-01-01,36,220,95,100,4.69,0
ACC-0136,2025-02-01,36,221,120,99,5.19,0
ACC-0136,2025-03-01,34,247,140,114,3.69,0
ACC-0136,2025-04-01,40,259,147,137,4.52,0
ACC-0136,2025-05-01,46,313,118,184,4.06,0
ACC-0136,2025-06-01,46,373,170,170,3.78,0
ACC-0136,2025-07-01,38,275,189,145,4.25,1
ACC-0136,2025-08-01,47,286,132,103,5.23,0
ACC-0136,2025-09-01,33,220,120,95,3.65,1
ACC-0136,2025-10-01,34,217,151,116,3.9,0
ACC-0136,2025-11-01,31,148,202,131,5.14,0
ACC-0136,2025-12-01,37,240,127,84,3.79,0
ACC-0136,2026-01-01,44,326,146,131,4.72,0
ACC-0136,2026-02-01,40,263,176,138,4.38,0
ACC-0136,2026-03-01,39,229,124,82,4.12,0
ACC-0137,2025-01-01,25,124,107,72,2.91,0
ACC-0137,2025-02-01,23,191,104,33,4.66,0
ACC-0137,2025-03-01,22,159,78,53,3.82,0
ACC-0137,2025-04-01,23,135,90,42,4.54,0
ACC-0137,2025-05-01,24,113,117,56,4.31,0
ACC-0137,2025-06-01,24,164,120,55,4.92,0
ACC-0137,2025-07-01,22,155,97,69,4.7,0
ACC-0137,2025-08-01,23,133,93,47,3.46,0
ACC-0137,2025-09-01,20,95,113,42,5.53,0
ACC-0137,2025-10-01,24,154,69,59,5.52,0
ACC-0137,2025-11-01,26,176,82,50,3.6,0
ACC-0137,2025-12-01,24,199,102,55,5.28,0
ACC-0137,2026-01-01,22,144,98,44,3.75,0
ACC-0137,2026-02-01,22,177,123,56,4.01,0
ACC-0137,2026-03-01,23,149,84,56,4.49,0
ACC-0138,2025-01-01,15,94,59,34,3.89,0
ACC-0138,2025-02-01,16,72,85,40,4.63,0
ACC-0138,2025-03-01,16,91,53,30,4.03,0
ACC-0138,2025-04-01,16,93,73,18,3.93,0
ACC-0138,2025-05-01,16,100,54,33,2.1,0
ACC-0138,2025-06-01,14,107,50,31,2.57,0
ACC-0138,2025-07-01,13,101,59,22,3.76,0
ACC-0138,2025-08-01,15,77,37,35,4.6,0
ACC-0138,2025-09-01,16,119,45,39,4.01,0
ACC-0138,2025-10-01,15,94,53,12,5.01,0
ACC-0138,2025-11-01,15,73,67,33,3.91,0
ACC-0138,2025-12-01,14,99,48,26,4.99,0
ACC-0138,2026-01-01,15,95,69,31,3.87,0
ACC-0138,2026-02-01,15,72,64,31,4.8,0
ACC-0138,2026-03-01,16,111,45,39,3.38,0
ACC-0139,2025-04-01,15,59,43,46,4.46,0
ACC-0139,2025-05-01,14,77,45,35,3.96,0
ACC-0139,2025-06-01,16,100,66,27,3.95,0
ACC-0139,2025-07-01,16,97,59,42,5.26,0
ACC-0139,2025-08-01,17,131,78,52,3.77,0
ACC-0139,2025-09-01,17,106,77,49,4.29,0
ACC-0139,2025-10-01,18,105,86,54,4.67,0
ACC-0139,2025-11-01,17,123,57,43,4.41,0
ACC-0139,2025-12-01,15,105,46,33,4.23,0
ACC-0139,2026-01-01,16,105,66,32,4.6,0
ACC-0139,2026-02-01,16,144,64,29,3.51,0
ACC-0139,2026-03-01,18,108,54,53,3.91,0
ACC-0140,2025-01-01,117,880,631,570,2.99,0
ACC-0140,2025-02-01,107,665,790,477,5.1,0
ACC-0140,2025-03-01,107,615,458,283,5.24,0
ACC-0140,2025-04-01,111,707,653,225,4.24,0
ACC-0140,2025-05-01,105,648,476,289,4.36,0
ACC-0140,2025-06-01,114,713,626,295,4.68,0
ACC-0140,2025-07-01,105,626,453,318,5.51,0
ACC-0140,2025-08-01,112,587,676,321,4.4,0
ACC-0140,2025-09-01,89,703,402,371,3.47,1
ACC-0140,2025-10-01,100,668,738,301,4.38,0
ACC-0140,2025-11-01,84,394,362,316,3.07,1
ACC-0140,2025-12-01,109,950,672,376,5.15,0
ACC-0140,2026-01-01,116,695,461,324,4.17,0
ACC-0140,2026-02-01,114,473,558,367,4.58,0
ACC-0140,2026-03-01,124,831,522,238,4.68,0
ACC-0141,2025-01-01,26,193,135,42,4.59,0
ACC-0141,2025-02-01,34,259,82,68,3.3,0
ACC-0141,2025-03-01,32,222,62,74,4.76,0
ACC-0141,2025-04-01,31,206,118,59,4.19,0
ACC-0141,2025-05-01,31,222,144,78,4.97,0
ACC-0141,2025-06-01,31,152,138,78,4.55,0
ACC-0141,2025-07-01,27,228,126,62,3.55,0
ACC-0141,2025-08-01,33,174,195,70,5.4,0
ACC-0141,2025-09-01,31,255,108,77,4.76,0
ACC-0141,2025-10-01,32,246,118,81,5.07,0
ACC-0141,2025-11-01,30,213,117,78,4.26,0
ACC-0141,2025-12-01,28,173,118,67,5.3,0
ACC-0141,2026-01-01,33,225,115,67,5.58,0
ACC-0141,2026-02-01,29,192,127,67,3.5,0
ACC-0141,2026-03-01,30,176,105,95,4.19,0
ACC-0142,2025-01-01,12,79,55,27,4.83,0
ACC-0142,2025-02-01,12,93,49,28,3.71,0
ACC-0142,2025-03-01,12,55,41,33,3.53,0
ACC-0142,2025-04-01,12,66,45,27,4.11,0
ACC-0142,2025-05-01,14,110,79,21,3.6,0
ACC-0142,2025-06-01,13,78,62,33,5.31,0
ACC-0142,2025-07-01,13,99,49,31,3.99,0
ACC-0142,2025-08-01,12,97,56,27,5.11,0
ACC-0142,2025-09-01,12,53,58,21,4.06,0
ACC-0142,2025-10-01,13,90,62,35,4.58,0
ACC-0142,2025-11-01,12,81,34,39,3.22,0
ACC-0142,2025-12-01,12,60,42,29,3.83,0
ACC-0142,2026-01-01,14,94,52,33,5.05,0
ACC-0142,2026-02-01,13,68,46,35,4.45,0
ACC-0142,2026-03-01,12,87,40,38,4.57,0
ACC-0143,2025-03-01,27,159,98,69,4.06,0
ACC-0143,2025-04-01,27,134,122,70,4.27,0
ACC-0143,2025-05-01,29,168,123,112,5.02,0
ACC-0143,2025-06-01,32,189,57,98,4.75,0
ACC-0143,2025-07-01,30,147,95,81,4.14,0
ACC-0143,2025-08-01,34,224,165,91,4.78,0
ACC-0143,2025-09-01,29,149,110,88,5.52,1
ACC-0143,2025-10-01,32,186,81,94,3.81,0
ACC-0143,2025-11-01,38,216,219,109,3.48,0
ACC-0143,2025-12-01,31,227,121,91,4.77,1
ACC-0143,2026-01-01,34,220,107,82,4.32,0
ACC-0143,2026-02-01,29,193,116,51,3.97,1
ACC-0143,2026-03-01,32,275,136,97,4.12,0
ACC-0144,2025-07-01,12,86,42,27,3.46,0
ACC-0144,2025-08-01,14,107,67,46,5.41,0
ACC-0144,2025-09-01,13,67,34,36,3.71,0
ACC-0144,2025-10-01,16,100,70,26,3.32,0
ACC-0144,2025-11-01,16,125,65,32,2.7,0
ACC-0144,2025-12-01,16,91,50,24,3.19,0
ACC-0144,2026-01-01,15,93,46,38,4.03,0
ACC-0144,2026-02-01,19,87,80,49,3.48,0
ACC-0144,2026-03-01,16,117,66,51,2.68,1
ACC-0145,2025-06-01,23,186,111,82,5.06,0
ACC-0145,2025-07-01,20,147,99,54,6.04,0
ACC-0145,2025-08-01,25,102,110,67,5.02,0
ACC-0145,2025-09-01,24,140,127,92,3.62,0
ACC-0145,2025-10-01,23,162,87,68,4.23,0
ACC-0145,2025-11-01,21,84,90,37,3.5,0
ACC-0145,2025-12-01,23,107,102,70,4.02,0
ACC-0145,2026-01-01,26,150,114,82,4.78,0
ACC-0145,2026-02-01,30,186,78,80,4.13,0
ACC-0145,2026-03-01,27,144,112,132,3.86,0
ACC-0146,2025-03-01,27,136,137,79,4.76,0
ACC-0146,2025-04-01,29,174,111,99,4.64,0
ACC-0146,2025-05-01,24,168,87,70,4.49,1
ACC-0146,2025-06-01,28,190,119,74,4.6,0
ACC-0146,2025-07-01,32,222,131,99,5.77,0
ACC-0146,2025-08-01,33,221,146,86,4.21,0
ACC-0146,2025-09-01,35,198,175,84,3.16,0
ACC-0146,2025-10-01,31,182,141,78,3.48,0
ACC-0146,2025-11-01,34,261,182,88,4.17,0
ACC-0146,2025-12-01,30,175,126,71,3.18,0
ACC-0146,2026-01-01,31,186,121,83,5.09,0
ACC-0146,2026-02-01,29,177,101,58,3.78,0
ACC-0146,2026-03-01,31,221,135,59,5.11,0
ACC-0147,2025-11-01,23,126,116,60,4.09,0
ACC-0147,2025-12-01,21,135,95,53,3.96,0
ACC-0147,2026-01-01,19,134,72,55,4.54,0
ACC-0147,2026-02-01,24,183,102,61,4.1,0
ACC-0147,2026-03-01,27,154,103,49,4.71,0
ACC-0148,2026-01-01,4,23,14,9,3.32,0
ACC-0148,2026-02-01,4,28,9,11,5.29,0
ACC-0148,2026-03-01,4,31,16,13,3.88,0
ACC-0149,2026-01-01,48,307,262,171,3.84,0
ACC-0149,2026-02-01,57,431,229,287,3.84,0
ACC-0149,2026-03-01,59,432,208,171,4.91,0
ACC-0150,2025-01-01,106,728,295,387,4.4,0
ACC-0150,2025-02-01,104,717,392,289,4.03,0
ACC-0150,2025-03-01,102,907,492,257,5.63,0
ACC-0150,2025-04-01,102,666,491,185,4.03,0
ACC-0150,2025-05-01,101,679,444,317,4.11,0
ACC-0150,2025-06-01,112,765,462,369,5.49,0
ACC-0150,2025-07-01,100,593,257,219,3.87,0
ACC-0150,2025-08-01,104,612,455,291,3.56,0
ACC-0150,2025-09-01,89,712,286,299,2.87,1
ACC-0150,2025-10-01,78,456,390,207,3.63,0
ACC-0150,2025-11-01,86,562,298,394,4.01,0
ACC-0150,2025-12-01,99,599,440,402,5.36,0
ACC-0150,2026-01-01,100,771,453,388,4.14,0
ACC-0150,2026-02-01,104,783,505,446,4.34,0
ACC-0150,2026-03-01,104,394,292,304,3.43,0
ACC-0151,2025-04-01,22,111,81,49,5.04,0
ACC-0151,2025-05-01,20,139,85,59,4.8,0
ACC-0151,2025-06-01,21,97,82,51,4.4,0
ACC-0151,2025-07-01,21,162,86,41,3.88,0
ACC-0151,2025-08-01,27,195,133,51,3.72,0
ACC-0151,2025-09-01,23,154,91,50,3.95,1
ACC-0151,2025-10-01,23,144,114,38,4.44,0
ACC-0151,2025-11-01,26,163,95,78,3.51,0
ACC-0151,2025-12-01,22,117,57,53,3.32,1
ACC-0151,2026-01-01,24,185,134,60,4.91,0
ACC-0151,2026-02-01,24,145,61,81,3.47,0
ACC-0151,2026-03-01,26,184,86,68,5.69,0
ACC-0152,2025-12-01,17,100,60,42,4.08,0
ACC-0152,2026-01-01,18,131,49,49,4.07,0
ACC-0152,2026-02-01,17,115,86,51,3.68,0
ACC-0152,2026-03-01,19,114,52,46,5.49,0
ACC-0153,2025-01-01,152,983,770,517,3.53,0
ACC-0153,2025-02-01,155,772,1000,389,3.85,0
ACC-0153,2025-03-01,217,1235,1186,855,4.91,0
ACC-0153,2025-04-01,177,1011,960,805,3.67,1
ACC-0153,2025-05-01,187,1301,1073,687,3.61,0
ACC-0153,2025-06-01,186,1253,1187,564,4.18,0
ACC-0153,2025-07-01,170,1453,896,672,4.22,0
ACC-0153,2025-08-01,193,935,573,786,4.25,0
ACC-0153,2025-09-01,160,820,675,630,5.42,1
ACC-0153,2025-10-01,164,1100,820,737,3.88,0
ACC-0153,2025-11-01,161,1043,1045,547,4.13,1
ACC-0153,2025-12-01,194,1517,315,680,4.35,0
ACC-0153,2026-01-01,192,1376,1033,705,4.01,0
ACC-0153,2026-02-01,210,1544,1190,744,5.01,0
ACC-0153,2026-03-01,204,1300,1247,677,5.54,0
ACC-0154,2025-01-01,82,476,489,141,4.65,0
ACC-0154,2025-02-01,74,634,318,195,4.01,0
ACC-0154,2025-03-01,74,456,283,197,4.39,0
ACC-0154,2025-04-01,79,426,219,269,4.57,0
ACC-0154,2025-05-01,80,568,428,311,6.08,0
ACC-0154,2025-06-01,89,406,208,284,4.55,0
ACC-0154,2025-07-01,72,523,279,195,3.82,1
ACC-0154,2025-08-01,76,564,282,227,4.6,0
ACC-0154,2025-09-01,62,479,208,149,4.41,1
ACC-0154,2025-10-01,65,360,336,295,3.76,0
ACC-0154,2025-11-01,69,267,342,179,4.88,0
ACC-0154,2025-12-01,68,436,234,207,5.48,0
ACC-0154,2026-01-01,77,679,291,326,3.06,0
ACC-0154,2026-02-01,76,449,405,253,2.74,0
ACC-0154,2026-03-01,71,382,344,267,3.99,0
ACC-0155,2025-03-01,25,182,79,68,4.46,0
ACC-0155,2025-04-01,26,180,108,71,3.27,0
ACC-0155,2025-05-01,27,205,117,75,4.12,0
ACC-0155,2025-06-01,32,210,101,93,3.06,0
ACC-0155,2025-07-01,29,176,108,74,3.7,0
ACC-0155,2025-08-01,31,203,111,99,4.34,0
ACC-0155,2025-09-01,31,249,161,86,3.99,0
ACC-0155,2025-10-01,27,181,134,72,2.1,0
ACC-0155,2025-11-01,32,240,123,96,4.64,0
ACC-0155,2025-12-01,27,213,83,66,4.09,1
ACC-0155,2026-01-01,28,191,144,88,4.71,0
ACC-0155,2026-02-01,27,135,114,66,3.85,0
ACC-0155,2026-03-01,33,218,149,99,4.24,0
ACC-0156,2025-01-01,11,60,39,21,5.29,0
ACC-0156,2025-02-01,10,59,34,31,4.45,0
ACC-0156,2025-03-01,11,70,49,28,3.76,0
ACC-0156,2025-04-01,10,51,44,28,4.89,0
ACC-0156,2025-05-01,10,63,53,29,5.17,0
ACC-0156,2025-06-01,11,69,48,31,3.4,0
ACC-0156,2025-07-01,9,45,36,20,3.2,1
ACC-0156,2025-08-01,10,63,50,35,4.52,0
ACC-0156,2025-09-01,9,64,36,21,3.6,0
ACC-0156,2025-10-01,10,63,47,27,5.48,0
ACC-0156,2025-11-01,10,69,38,18,3.8,0
ACC-0156,2025-12-01,9,33,29,29,4.46,0
ACC-0156,2026-01-01,10,69,25,25,5.09,0
ACC-0156,2026-02-01,10,45,37,31,4.38,0
ACC-0156,2026-03-01,9,81,27,21,3.47,0
ACC-0157,2025-03-01,137,822,788,562,3.93,0
ACC-0157,2025-04-01,137,962,771,461,4.39,0
ACC-0157,2025-05-01,145,958,716,572,5.76,0
ACC-0157,2025-06-01,168,1090,903,460,4.74,0
ACC-0157,2025-07-01,160,965,963,514,3.52,0
ACC-0157,2025-08-01,170,1149,1033,642,4.12,0
ACC-0157,2025-09-01,132,858,723,467,4.41,1
ACC-0157,2025-10-01,144,829,1095,537,3.41,0
ACC-0157,2025-11-01,143,874,518,353,4.58,0
ACC-0157,2025-12-01,143,1013,700,387,3.85,0
ACC-0157,2026-01-01,151,1061,651,426,4.44,0
ACC-0157,2026-02-01,164,938,513,566,4.26,0
ACC-0157,2026-03-01,161,862,826,569,4.27,0
ACC-0158,2025-01-01,8,58,32,22,4.23,0
ACC-0158,2025-02-01,8,63,27,19,5.03,0
ACC-0158,2025-03-01,8,48,21,9,5.65,0
ACC-0158,2025-04-01,8,46,35,15,3.97,0
ACC-0158,2025-05-01,8,39,19,12,4.91,0
ACC-0158,2025-06-01,8,56,38,19,3.99,0
ACC-0158,2025-07-01,8,48,40,28,5.21,0
ACC-0158,2025-08-01,7,42,28,18,2.99,0
ACC-0158,2025-09-01,7,55,25,11,3.43,0
ACC-0158,2025-10-01,8,44,34,15,2.98,0
ACC-0158,2025-11-01,9,62,34,19,5.23,0
ACC-0158,2025-12-01,8,62,29,19,4.48,0
ACC-0158,2026-01-01,8,51,29,21,3.28,0
ACC-0158,2026-02-01,8,54,31,21,3.94,0
ACC-0158,2026-03-01,8,56,36,17,3.78,0
ACC-0159,2025-01-01,74,436,393,253,4.21,0
ACC-0159,2025-02-01,71,519,256,194,4.74,0
ACC-0159,2025-03-01,76,284,302,249,3.96,0
ACC-0159,2025-04-01,75,338,137,188,4.4,0
ACC-0159,2025-05-01,60,334,153,181,5.57,1
ACC-0159,2025-06-01,74,472,353,237,4.05,0
ACC-0159,2025-07-01,74,519,320,229,3.96,0
ACC-0159,2025-08-01,79,484,401,194,5.2,0
ACC-0159,2025-09-01,63,342,283,172,4.22,1
ACC-0159,2025-10-01,60,381,291,213,3.41,0
ACC-0159,2025-11-01,57,387,249,155,5.31,0
ACC-0159,2025-12-01,74,430,260,224,3.97,0
ACC-0159,2026-01-01,80,606,330,293,4.78,0
ACC-0159,2026-02-01,75,520,343,265,3.65,0
ACC-0159,2026-03-01,72,445,254,156,4.67,0
ACC-0160,2025-01-01,28,140,109,66,4.33,0
ACC-0160,2025-02-01,26,130,117,42,4.04,0
ACC-0160,2025-03-01,27,171,116,90,3.08,0
ACC-0160,2025-04-01,29,108,151,39,5.91,0
ACC-0160,2025-05-01,27,213,134,60,3.95,0
ACC-0160,2025-06-01,26,191,97,53,4.58,0
ACC-0160,2025-07-01,24,147,100,51,3.86,0
ACC-0160,2025-08-01,30,188,114,71,4.52,0
ACC-0160,2025-09-01,26,181,111,39,5.46,0
